claim,tweet_id,label
Shaking hands cannot spread coronavirus.,1233568757575905281,disagree
Shaking hands cannot spread coronavirus.,1233770352565719041,disagree
Essential oils cure coronavirus.,1233800597352087552,disagree
Shaking hands cannot spread coronavirus.,1233826545598369797,disagree
COVID-19 is only as deadly as the seasonal flu.,1233896040257990659,disagree
Hand sanitiser sold commercially does not destroy the coronavirus.,1233922796255760385,disagree
Shaking hands cannot spread coronavirus.,1234104031557099520,disagree
Shaking hands cannot spread coronavirus.,1234183405975326720,disagree
Drinking Corona-brand beer causes COVID-19.,1234204419446755329,disagree
Drinking Corona-brand beer causes COVID-19.,1234238504768589825,disagree
Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1234410677063880706,disagree
It is safe for individuals infected with COVID-19 to go to work.,1234640011187949573,disagree
Boiled ginger can cure coronavirus.,1234770357472677888,disagree
Shaking hands cannot spread coronavirus.,1234801103696515076,disagree
Shaking hands cannot spread coronavirus.,1234808733529726976,disagree
Shaking hands cannot spread coronavirus.,1234828141190897664,disagree
Shaking hands cannot spread coronavirus.,1234829646245613569,disagree
Vitamin C cures coronavirus.,1234841746221281280,disagree
Vitamin C can prevent coronavirus circulation.,1234841746221281280,disagree
Shaking hands cannot spread coronavirus.,1234842758491361281,disagree
Shaking hands cannot spread coronavirus.,1234845327544528896,disagree
Shaking hands cannot spread coronavirus.,1234852278542012416,disagree
Shaking hands cannot spread coronavirus.,1234866764711972864,disagree
Shaking hands cannot spread coronavirus.,1234869580864139269,disagree
Essential oils cure coronavirus.,1234870589350871041,disagree
Shaking hands cannot spread coronavirus.,1234872600410697729,disagree
Shaking hands cannot spread coronavirus.,1234873116737839111,disagree
Shaking hands cannot spread coronavirus.,1234878572143239168,disagree
Drinking Corona-brand beer causes COVID-19.,1234885415548702720,disagree
Hand sanitiser sold commercially does not destroy the coronavirus.,1234888549440393216,disagree
Shaking hands cannot spread coronavirus.,1234900728394735618,disagree
Shaking hands cannot spread coronavirus.,1234903268029009921,disagree
Shaking hands cannot spread coronavirus.,1234910273137455105,disagree
Shaking hands cannot spread coronavirus.,1234929785463283712,disagree
Shaking hands cannot spread coronavirus.,1234939905064738821,disagree
Shaking hands cannot spread coronavirus.,1234990028587028481,disagree
Shaking hands cannot spread coronavirus.,1235054304072892416,disagree
Holy communion cannot be the cause of the spread of coronavirus,1235083359501430789,disagree
Hand sanitiser sold commercially does not destroy the coronavirus.,1235096386506350592,disagree
Holy communion cannot be the cause of the spread of coronavirus,1235115866020139009,disagree
Vitamin C can prevent coronavirus circulation.,1235159879255552007,disagree
COVID-19 is only as deadly as the seasonal flu.,1235193261226156032,disagree
Shaking hands cannot spread coronavirus.,1235232217363816449,disagree
Shaking hands cannot spread coronavirus.,1235233876974460929,disagree
Hand sanitiser sold commercially does not destroy the coronavirus.,1235236156750606336,disagree
Shaking hands cannot spread coronavirus.,1235236985515757573,disagree
Shaking hands cannot spread coronavirus.,1235238561022169088,disagree
Hand sanitiser sold commercially does not destroy the coronavirus.,1235272512314933250,disagree
COVID-19 is only as deadly as the seasonal flu.,1235778925608960001,disagree
Shaking hands cannot spread coronavirus.,1236097750543949824,disagree
Essential oils cure coronavirus.,1236168834857476097,disagree
Shaking hands cannot spread coronavirus.,1236230382321876992,disagree
Shaking hands cannot spread coronavirus.,1236472206139555840,disagree
Shaking hands cannot spread coronavirus.,1237511180144373760,disagree
Drinking large amounts of water will protect against coronavirus.,1238777196371558400,disagree
Hand sanitiser sold commercially does not destroy the coronavirus.,1241458786545668097,disagree
Chloroquine can cure coronavirus,1241544896307224576,disagree
Chloroquine can cure coronavirus,1242212365426253824,disagree
COVID-19 is only as deadly as the seasonal flu.,1245519519088611329,disagree
Coronavirus is caused by 5G.,1246171088071032833,disagree
Coronavirus is caused by 5G.,1246227107547697154,disagree
Shaking hands cannot spread coronavirus.,1254949837260361728,disagree
Coronavirus is genetically engineered.,1255869722828079104,disagree
Coronavirus is genetically engineered.,1255940127873998854,disagree
It is safe for individuals infected with COVID-19 to go to work.,1261439185472368641,disagree
Chloroquine can cure coronavirus,1268207072908361728,disagree
Coronavirus is caused by 5G.,1269965924158918658,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1272551473604411393,disagree
Chloroquine can cure coronavirus,1272551473604411393,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1272564677722157057,disagree
Shaking hands cannot spread coronavirus.,1274159103816994816,disagree
It is safe for individuals infected with COVID-19 to go to work.,1275498911755616259,disagree
Hand sanitiser sold commercially does not destroy the coronavirus.,1280132009864683522,disagree
Coronavirus is caused by 5G.,1280187534702784520,disagree
Coronavirus is caused by 5G.,1281621069678379009,disagree
It is safe for individuals infected with COVID-19 to go to work.,1283807466917031936,disagree
It is safe for individuals infected with COVID-19 to go to work.,1284914642045808640,disagree
Shaking hands cannot spread coronavirus.,1289558949922971653,disagree
It is safe for individuals infected with COVID-19 to go to work.,1290890375805239296,disagree
COVID-19 is only as deadly as the seasonal flu.,1291122197092659200,disagree
Shaking hands cannot spread coronavirus.,1291337006279262209,disagree
Boiled ginger can cure coronavirus.,1292011444448395269,disagree
COVID-19 is only as deadly as the seasonal flu.,1292269941219942401,disagree
Blowing conch shells destroys coronavirus potency.,1294526589913374720,disagree
Blowing conch shells destroys coronavirus potency.,1295030217707098112,disagree
It is safe for individuals infected with COVID-19 to go to work.,1297824818419642368,disagree
It is safe for individuals infected with COVID-19 to go to work.,1299212965951025152,disagree
We're very close to a vaccine.,1303040452577374208,disagree
COVID-19 is only as deadly as the seasonal flu.,1303751382500102144,disagree
COVID-19 is only as deadly as the seasonal flu.,1303807925841014794,disagree
COVID-19 is only as deadly as the seasonal flu.,1303815275943395328,disagree
COVID-19 is only as deadly as the seasonal flu.,1303855409036488706,disagree
Blowing conch shells destroys coronavirus potency.,1305460634260090881,disagree
Drinking cow urine and applying cow dung on the body can cure covid-19.,1305471166253998081,disagree
Blowing conch shells destroys coronavirus potency.,1305481517238345728,disagree
Coronavirus is genetically engineered.,1306032670154129414,disagree
Shaking hands cannot spread coronavirus.,1306687185127645197,disagree
Shaking hands cannot spread coronavirus.,1306738756578238464,disagree
Shaking hands cannot spread coronavirus.,1309096083453341701,disagree
Vitamin C cures coronavirus.,1310830391138361344,disagree
Coronavirus is caused by 5G.,1311029819887493124,disagree
SARS-CoV-2 can survive for weeks on surfaces.,1312563540532826113,disagree
The lifetime of SARS-CoV-2 is only 12 hours.,1312563540532826113,disagree
COVID-19 is only as deadly as the seasonal flu.,1313497816166211584,disagree
COVID-19 is only as deadly as the seasonal flu.,1313509603188051975,disagree
COVID-19 is only as deadly as the seasonal flu.,1313647922790232070,disagree
COVID-19 is only as deadly as the seasonal flu.,1313758628999036928,disagree
COVID-19 is only as deadly as the seasonal flu.,1314800588392202246,disagree
COVID-19 is only as deadly as the seasonal flu.,1315457198114459649,disagree
COVID-19 is only as deadly as the seasonal flu.,1317579723992666112,disagree
Coronavirus is caused by 5G.,1319295528182665216,disagree
COVID-19 is only as deadly as the seasonal flu.,1322910083861413889,disagree
COVID-19 is only as deadly as the seasonal flu.,1322975186811940864,disagree
Vitamin C cures coronavirus.,1330390878729461760,disagree
Vitamin D cures coronavirus.,1328699006055288832,disagree
COVID-19 is only as deadly as the seasonal flu.,1223241354479906816,disagree
Coronavirus can only survive in cold temperatures.,1223055461034971136,disagree
Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1223291694243897345,disagree
Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1227693223214186498,disagree
Coronavirus is caused by 5G.,1234752173755510793,disagree
Coronavirus can only survive in cold temperatures.,1235042539314352129,disagree
Drinking cow urine and applying cow dung on the body can cure covid-19.,1235056669949911040,disagree
Cocaine cures coronavirus,1236915792563838977,disagree
Cocaine cures coronavirus,1236998187799457792,disagree
Cocaine cures coronavirus,1237126549851320320,disagree
Cocaine cures coronavirus,1237315001087647744,disagree
Cocaine cures coronavirus,1237755253887508486,disagree
Chloroquine can cure coronavirus,1242230018970923015,disagree
Clapping will kill coronavirus.,1243362392815185923,disagree
Coronavirus is caused by 5G.,1246932240967311363,disagree
Coronavirus is caused by 5G.,1247132040429998081,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1247137866561576960,disagree
Coronavirus is caused by 5G.,1247458709518929920,disagree
Chloroquine can cure coronavirus,1249679753608605696,disagree
Coronavirus is caused by 5G.,1254435137607131142,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1257833145719758849,disagree
Africans are more resistant to coronavirus.,1257958051623174146,disagree
Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1259483368779112455,disagree
Coronavirus is caused by 5G.,1262413051439075334,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1262503326056357890,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1264997841765728256,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1268622862115635200,disagree
Coronavirus is caused by 5G.,1271311953797906435,disagree
Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1271724880577171456,disagree
Chloroquine can cure coronavirus,1272551473604411393,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1272559295394205698,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1272569589780660227,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1272572083738902530,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1273473286253555712,disagree
Chloroquine can cure coronavirus,1275791486269997056,disagree
Coronavirus is caused by 5G.,1277614917391089665,disagree
Coronavirus is caused by 5G.,1278359508255830016,disagree
Africans are more resistant to coronavirus.,1281045912131964928,disagree
Cannabis protects against COVID-19.,1286240063635038208,disagree
Coronavirus is caused by 5G.,1286408883234197504,disagree
Coronavirus is caused by 5G.,1286644007217565696,disagree
Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1288081450516922368,disagree
Coronavirus is caused by 5G.,1300807568013619201,disagree
Vitamin D cures coronavirus.,1302892639193194497,disagree
Coronavirus is caused by 5G.,1307892597726216192,disagree
Clapping will kill coronavirus.,1308292223683891201,disagree
Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1310830391138361344,disagree
Africans are more resistant to coronavirus.,1316816188429733889,disagree
Coronavirus is caused by 5G.,1319295528182665216,disagree
Coronavirus is caused by 5G.,1320416363496853504,disagree
Cocaine cures coronavirus,1329926070557044737,disagree
Cocaine cures coronavirus,1329930374185582595,disagree
Cocaine cures coronavirus,1329975342979633165,disagree
Vitamin D cures coronavirus.,1330390878729461760,disagree
Vitamin D pills prevent COVID-19.,1330390878729461760,disagree
Coronavirus is caused by 5G.,1332913812853444608,disagree
the lifetime of sars-cov-2 is only 12 hours.,1274300800039301122,disagree
the lifetime of sars-cov-2 is only 12 hours.,1226778450586787840,disagree
the lifetime of sars-cov-2 is only 12 hours.,1312563540532826113,disagree
the lifetime of sars-cov-2 is only 12 hours.,1226774487351169024,disagree
we're very close to a vaccine.,1297651083532283905,disagree
there will be 500 deaths at the end of the pandemic.,1318875036334383104,disagree
there will be 500 deaths at the end of the pandemic.,1278673501516451840,disagree
there will be 500 deaths at the end of the pandemic.,1318531544475074561,disagree
there will be 500 deaths at the end of the pandemic.,1297046746405777408,disagree
chloroquine can cure coronavirus,1262495209721597952,disagree
coronavirus can only survive in cold temperatures.,1332925816913661952,disagree
it is safe for individuals infected with covid-19 to go to work.,1243134885700628480,disagree
it is safe for individuals infected with covid-19 to go to work.,1291085083412033537,disagree
the lifetime of sars-cov-2 is only 12 hours.,1320197388800299011,disagree
the lifetime of sars-cov-2 is only 12 hours.,1221351299880574976,disagree
chloroquine is a food and drug administration (fda) approved treatment for covid-19.,1274398156105691137,disagree
chloroquine is a food and drug administration (fda) approved treatment for covid-19.,1272572083738902530,disagree
chloroquine is a food and drug administration (fda) approved treatment for covid-19.,1272585539590512642,disagree
chloroquine is a food and drug administration (fda) approved treatment for covid-19.,1289928478817624064,disagree
chloroquine is a food and drug administration (fda) approved treatment for covid-19.,1281642215958360064,disagree
coronavirus can only survive in cold temperatures.,1276586863646646275,disagree
drinking large amounts of water will protect against coronavirus.,1238777196371558400,disagree
there will be 500 deaths at the end of the pandemic.,1321487613916860416,disagree
there will be 500 deaths at the end of the pandemic.,1292969044480589824,disagree
chloroquine is a food and drug administration (fda) approved treatment for covid-19.,1289956677484081153,disagree
covid-19 is only as deadly as the seasonal flu.,1319719568479313920,disagree
covid-19 is only as deadly as the seasonal flu.,1313488128053837829,disagree
covid-19 is only as deadly as the seasonal flu.,1314136980175958017,disagree
covid-19 is only as deadly as the seasonal flu.,1289408552902131713,disagree
covid-19 is only as deadly as the seasonal flu.,1289727888648855553,disagree
covid-19 is only as deadly as the seasonal flu.,1313758628999036928,disagree
covid-19 is only as deadly as the seasonal flu.,1270646607328038913,disagree
covid-19 is only as deadly as the seasonal flu.,1233867569049853954,disagree
we're very close to a vaccine.,1327490292656656385,disagree
we're very close to a vaccine.,1306942070247038977,disagree
we're very close to a vaccine.,1298816677057101824,disagree
shaking hands cannot spread coronavirus.,1234900728394735618,disagree
shaking hands cannot spread coronavirus.,1234808733529726976,disagree
shaking hands cannot spread coronavirus.,1235054304072892416,disagree
shaking hands cannot spread coronavirus.,1313451587327733763,disagree
shaking hands cannot spread coronavirus.,1234828141190897664,disagree
drinking corona-brand beer causes covid-19.,1233406525491814400,disagree
the lifetime of sars-cov-2 is only 12 hours.,1318348805062955009,disagree
the lifetime of sars-cov-2 is only 12 hours.,1315565143439310848,disagree
the lifetime of sars-cov-2 is only 12 hours.,1234928461241815041,disagree
the lifetime of sars-cov-2 is only 12 hours.,1221516321457868802,disagree
the lifetime of sars-cov-2 is only 12 hours.,1226784315133980672,disagree
sars-cov-2 can survive for weeks on surfaces.,1234150891797860353,disagree
sars-cov-2 can survive for weeks on surfaces.,1237825492033474560,disagree
sars-cov-2 can survive for weeks on surfaces.,1312563540532826113,disagree
cannabis protects against covid-19.,1226227851625500673,disagree
drinking corona-brand beer causes covid-19.,1233534604889460737,disagree
drinking corona-brand beer causes covid-19.,1222471977765486592,disagree
covid-19 is only as deadly as the seasonal flu.,1246437509879431169,disagree
covid-19 is only as deadly as the seasonal flu.,1313606402779295751,disagree
covid-19 is only as deadly as the seasonal flu.,1252252026832109576,disagree
shaking hands cannot spread coronavirus.,1235090922301341696,disagree
shaking hands cannot spread coronavirus.,1236097750543949824,disagree
shaking hands cannot spread coronavirus.,1288359040398036992,disagree
shaking hands cannot spread coronavirus.,1235170711083397125,disagree
hand sanitiser sold commercially does not destroy the coronavirus.,1260485681987584001,disagree
hand sanitiser sold commercially does not destroy the coronavirus.,1284039206017200129,disagree
hand sanitiser sold commercially does not destroy the coronavirus.,1234873669253361664,disagree
hand sanitiser sold commercially does not destroy the coronavirus.,1233799741848215553,disagree
hand sanitiser sold commercially does not destroy the coronavirus.,1233238423613427712,disagree
covid-19 is only as deadly as the seasonal flu.,1323581432804134912,disagree
covid-19 is only as deadly as the seasonal flu.,1296206375383699472,disagree
covid-19 is only as deadly as the seasonal flu.,1248806889472831493,disagree
there will be 500 deaths at the end of the pandemic.,1305824536194174983,disagree
there will be 500 deaths at the end of the pandemic.,1308471761391026181,disagree
there will be 500 deaths at the end of the pandemic.,1308554188050268160,disagree
there will be 500 deaths at the end of the pandemic.,1296397507854049280,disagree
there will be 500 deaths at the end of the pandemic.,1318703547442221056,disagree
sars-cov-2 can survive for weeks on surfaces.,1225809608712818689,disagree
sars-cov-2 can survive for weeks on surfaces.,1224326625749131265,disagree
hand sanitiser sold commercially does not destroy the coronavirus.,1233571407952367616,disagree
we're very close to a vaccine.,1311410834116153347,disagree
africans are more resistant to coronavirus.,1297913117226274816,disagree
